"police_department","state","ORI","civilian_complaints_sustained_2020","civilian_complaints_reported_2020","discrimination_complaints_reported_2020","discrimination_complaints_sustained_2020"
"Barodalake Township Police Department","MI","MI1123300",0,0,0,0
"Benton Harbor Police Department","MI","MI1124800",2,8,0,0
"Saint Joseph Police Department","MI","MI1172600",3,4,0,0
"Bronson Police Department","MI","MI1227200",0,0,0,0
"Battle Creek Police Department","MI","MI1323700",0,10,0,0
"Dewitt Police Department","MI","MI1935000",0,1,0,0
"Grayling Police Department","MI","MI2044000",0,0,0,0
"Eaton Rapids Police Department","MI","MI2336700",0,2,0,0
"Flint Police Department","MI","MI2539800",5,15,0,0
"Mount Morris Police Department","MI","MI2559800",0,0,0,0
"Burton Police Department","MI","MI2583900",0,0,0,0
"Grand Blanc Township Police Department","MI","MI2585200",0,1,0,0
"Montrose Township Police Department","MI","MI2589900",0,5,0,0
"Breckenridge Police Department","MI","MI2926600",0,0,0,0
"Laurium Police Department","MI","MI3152200",0,1,0,0
"Fairhaven Township Police Department","MI","MI3238700",0,0,0,0
"Pigeon Police Department","MI","MI3266600",0,0,0,0
"Sebewaing Police Department","MI","MI3273800",0,0,0,0
"Mason Police Department","MI","MI3356300",4,6,0,0
"Lansing Township Police Department","MI","MI3384300",0,2,0,0
"Jackson Police Department","MI","MI3849700",0,4,0,0
"East Grand Rapids Division Of Public Safety And Security","MI","MI4136100",1,2,0,0
"Sparta Police Department","MI","MI4175400",0,0,0,0
"Metamora Township Police Department","MI","MI4457800",0,2,0,0
"Adrian Township Police Department","MI","MI4620300",0,3,0,0
"Clinton Police Department","MI","MI4632000",2,3,0,0
"Raisin Township Police Department","MI","MI4668900",0,2,0,0
"Madison Township Police Department","MI","MI4693500",0,0,0,0
"Brighton Police Department","MI","MI4726900",0,0,0,0
"Mackinac Island Police Department","MI","MI4954500",0,0,0,0
"Center Line Public Safety Department","MI","MI5030300",0,10,0,0
"Fraser Department Of Public Safety","MI","MI5040900",0,3,0,0
"Roseville Police Department","MI","MI5071300",7,261,0,0
"Sterling Heights Police Department","MI","MI5076500",10,57,0,0
"Warren Police Department","MI","MI5080600",4,16,0,0
"Ishpeming Police Department","MI","MI5249500",0,0,0,0
"Ishpeming Township Police Department","MI","MI5290500",0,0,0,0
"Ludington Police Department","MI","MI5354000",0,3,0,0
"Midland Police Department","MI","MI5658300",1,3,0,0
"South Rockwood Police Department","MI","MI5875000",0,0,0,0
"Berkley Department Of Public Safety","MI","MI6325100",0,6,0,0
"Birmingham Police Department","MI","MI6325900",1,1,0,0
"Bloomfield Township Police Department","MI","MI6326200",0,0,0,0
"Farmington Division Of Public Safety And Security","MI","MI6338800",2,4,0,0
"Lake Angelus Police Department","MI","MI6351100",0,0,0,0
"Oxford Police Department","MI","MI6364600",0,0,0,0
"Pleasant Ridge Police Department","MI","MI6367100",0,0,0,0
"Reed City Police Department","MI","MI6769400",0,0,0,0
"Zeeland Police Department","MI","MI7083700",1,2,0,0
"Saginaw Township Police Department","MI","MI7371800",0,2,0,0
"Thomas Township Police Department","MI","MI7389400",0,0,0,0
"Constantine Police Department","MI","MI7532900",0,0,0,0
"Sturgis Police Department","MI","MI7576800",1,9,0,0
"White Pigeon Police Department","MI","MI7582200",0,0,0,0
"Croswell Police Department","MI","MI7633600",0,0,0,0
"Laingsburg Police Department","MI","MI7851000",0,0,0,0
"Perry Police Department","MI","MI7866000",2,9,0,0
"Vernon Police Department","MI","MI7879700",0,0,0,0
"Kingston Police Department","MI","MI7950900",67,67,0,0
"Bangor Police Department","MI","MI8023100",0,3,0,0
"Lawton Police Department","MI","MI8052400",0,1,0,0
"Paw Paw Police Department","MI","MI8065100",0,2,0,0
"Ann Arbor Police Department","MI","MI8121800",5,29,0,0
"Saline Police Department","MI","MI8172800",1,6,0,0
"Pittsfield Township Division Of Public Safety And Security","MI","MI8190600",1,3,0,0
"Grosse Pointe Farms Division Of Public Safety And Security","MI","MI8244700",0,2,0,0
"Inkster Police Department","MI","MI8249000",0,4,0,0
"River Rouge Police Department","MI","MI8270000",0,0,0,0
"Riverview Police Department","MI","MI8270100",0,5,0,0
"Rockwood Police Department","MI","MI8270500",0,0,0,0
"Taylor Police Department","MI","MI8277500",3,48,0,0
"Trenton Police Department","MI","MI8278300",0,0,0,0
"Huron Township Police Department","MI","MI8286200",4,4,0,0
"Northville Township Department Of Public Safety","MI","MI8286800",4,15,0,0
"Brownstown Township Police Department","MI","MI8294700",2,5,0,0
"Corcoran Police Department","MN","MN0273100",0,1,0,0
"Kirksville Police Department","MO","MO0010100",0,2,0,0
"Savannah Police Department","MO","MO0020100",1,1,0,0
"Adrian Police Department","MO","MO0070100",0,0,0,0
"Saint Joseph Police Department","MO","MO0110100",17,51,0,0
"Auxvasse Police Department","MO","MO0140100",0,1,0,0
"Osage Beach Police Department","MO","MO0150200",1,3,0,0
"Belton Police Department","MO","MO0190200",4,6,0,0
"Boonville Police Department","MO","MO0270100",0,5,0,0
"Pilot Grove Police Department","MO","MO0270500",0,0,0,0
"Greenfield Police Department","MO","MO0290100",0,0,0,0
"Buffalo Police Department","MO","MO0300100",0,0,0,0
"Hornersville Police Department","MO","MO0350400",0,0,0,0
"West Plains Police Department","MO","MO0460200",3,47,0,0
"Lake Tapawingo Police Department","MO","MO0481300",0,0,0,0
"Duquesne Police Department","MO","MO0491500",2,13,0,0
"Arnold Police Department","MO","MO0500700",0,2,0,0
"Herculaneum Police Department","MO","MO0500800",1,2,0,0
"Lebanon Police Department","MO","MO0530200",0,3,0,0
"Aurora Police Department","MO","MO0550100",3,3,0,0
"Canton Police Department","MO","MO0560100",0,0,0,0
"Moscow Mills Police Department","MO","MO0570800",0,0,0,0
"Anderson Police Department","MO","MO0600100",0,0,0,0
"Lanagan Police Department","MO","MO0600600",0,0,0,0
"Macon Police Department","MO","MO0610300",0,0,0,0
"Lake Ozark Police Department","MO","MO0660300",0,3,0,0
"Bertrand Police Department","MO","MO0670400",0,0,0,0
"Montgomery City Police Department","MO","MO0700200",0,2,0,0
"Stover Police Department","MO","MO0710100",0,0,0,0
"Versailles Police Department","MO","MO0710200",0,4,0,0
"Seneca Police Department","MO","MO0730400",0,10,0,0
"Thayer Police Department","MO","MO0750200",0,0,0,0
"Linn Police Department","MO","MO0760300",0,0,0,0
"Caruthersville Police Department","MO","MO0780100",0,0,0,0
"Bowling Green Police Department","MO","MO0820100",4,6,0,0
"Platte Woods Police Department","MO","MO0830300",0,7,0,0
"Unionville Police Department","MO","MO0860100",0,0,0,0
"Center Police Department","MO","MO0870100",0,0,0,0
"Huntsville Police Department","MO","MO0880200",0,0,0,0
"Doniphan Police Department","MO","MO0910100",1238,1238,0,0
"Saint Peters Police Department","MO","MO0920400",4,10,0,0
"Berkeley Police Department","MO","MO0950700",1,4,0,0
"Calverton Park Police Department","MO","MO0951100",0,0,0,0
"Ferguson Police Department","MO","MO0952800",0,5,0,0
"Frontenac Police Department","MO","MO0953100",1,1,0,0
"Shrewsbury Police Department","MO","MO0956900",0,3,0,0
"Woodson Terrace Police Department","MO","MO0958400",0,2,0,0
"Ste Genevieve Police Department","MO","MO0970100",0,0,0,0
"Oran Police Department","MO","MO1010400",0,0,0,0
"Clarence Police Department","MO","MO1030200",0,10,0,0
"Nevada Police Department","MO","MO1090100",1,4,0,0
"Rogersville Police Department","MO","MO1130600",0,0,0,0
"Mansfield Police Department","MO","MO1150200",0,0,0,0
"Clarksdale Police Department","MS","MS0140100",4,4,0,0
"Crystal Springs Police Department","MS","MS0150100",1,3,0,0
"Hattiesburg Police Department","MS","MS0180100",5,22,0,0
"Biloxi Police Department","MS","MS0240100",2,15,0,0
"Gulfport Police Department","MS","MS0240200",11,89,0,0
"Jackson Police Department","MS","MS0250100",4,12,0,0
"Bay Springs Police Department","MS","MS0310100",0,0,0,0
"Sandersville Police Department","MS","MS0340300",0,0,0,0
"Tupelo Police Department","MS","MS0410100",21,24,0,0
"Columbus Police Department","MS","MS0440100",2,6,0,0
"Canton Police Department","MS","MS0450100",3,10,0,0
"Winona Police Department","MS","MS0490100",0,10,0,0
"Starkville Police Department","MS","MS0530100",0,0,0,0
"Poplarville Police Department","MS","MS0550200",0,6,0,0
"Mccomb Police Department","MS","MS0570200",0,0,0,0
"Florence Police Department","MS","MS0610600",3,3,0,0
"Leland Police Department","MS","MS0760200",0,0,0,0
"Waynesboro Police Department","MS","MS0770100",0,2,0,0
"Havre Police Department","MT","MT0210100",1,3,0,0
"Livingston Police Department","MT","MT0340100",1,5,0,0
"Deer Lodge Police Department","MT","MT0390100",1,2,0,0
"Ravenna Police Department","NE","NB0100300",0,2,0,0
"Tekamah Police Department","NE","NB0110300",0,0,0,0
"Harvard Police Department","NE","NB0180100",0,0,0,0
"Gothenburg Police Department","NE","NB0240200",0,0,0,0
"Scribner Police Department","NE","NB0270300",0,0,0,0
"Wymore Police Department","NE","NB0340200",0,10,0,0
"Minden Police Department","NE","NB0500100",0,0,0,0
"Central City Police Department","NE","NB0610100",0,2,0,0
"Superior Police Department","NE","NB0650100",0,2,0,0
"Falls City Police Department","NE","NB0740100",0,3,0,0
"Burlington Police Department","NC","NC0010100",5,23,0,0
"Mebane Police Department","NC","NC0010400",5,23,0,0
"Wadesboro Police Department","NC","NC0040100",3,4,0,0
"Jefferson Police Department","NC","NC0050200",0,0,0,0
"Chocowinity Police Department","NC","NC0070400",0,0,0,0
"Windsor Police Department","NC","NC0080200",0,0,0,0
"Ocean Isle Beach Police Department","NC","NC0100800",0,0,0,0
"Asheville Police Department","NC","NC0110100",4,41,0,0
"Atlantic Beach Police Department","NC","NC0160300",0,0,0,0
"Newport Police Department","NC","NC0160400",0,0,0,0
"Cape Carteret Police Department","NC","NC0160500",1,1,0,0
"Emerald Isle Police Department","NC","NC0160600",0,0,0,0
"Hickory Police Department","NC","NC0180200",1,10,0,0
"Claremont Police Department","NC","NC0180600",0,1,0,0
"Vanceboro Police Department","NC","NC0250300",0,1,0,0
"Nags Head Police Department","NC","NC0280300",0,4,0,0
"Thomasville Police Department","NC","NC0290200",1,6,0,0
"Magnolia Police Department","NC","NC0310700",0,0,0,0
"Rocky Mount Police Department","NC","NC0330100",15,27,0,0
"Louisburg Police Department","NC","NC0350100",0,0,0,0
"Franklinton Police Department","NC","NC0350200",0,0,0,0
"Dallas Police Department","NC","NC0360400",0,2,0,0
"Butner Public Safety","NC","NC0390200",2,3,0,0
"Weldon Police Department","NC","NC0420700",0,1,0,0
"Lillington Police Department","NC","NC0430400",0,0,0,0
"Canton Police Department","NC","NC0440100",0,1,0,0
"Pine Level Police Department","NC","NC0510600",0,0,0,0
"Princeton Police Department","NC","NC0510700",0,0,0,0
"Sanford Police Department","NC","NC0530100",0,1,0,0
"Lincolnton Police Department","NC","NC0550100",1,8,0,0
"Davidson Police Department","NC","NC0600500",1,1,0,0
"Matthews Police Department","NC","NC0600700",1,16,0,0
"Pinehurst Police Department","NC","NC0630200",2,3,0,0
"Whispering Pines Police Department","NC","NC0630800",0,0,0,0
"Wrightsville Beach Police Department","NC","NC0650300",0,5,0,0
"Conway Police Department","NC","NC0660200",0,0,0,0
"Chapel Hill Police Department","NC","NC0680100",3,31,0,0
"Elizabeth City Police Department","NC","NC0700100",4,7,0,0
"Greenville Police Department","NC","NC0740300",15,49,0,0
"Ramseur Police Department","NC","NC0760400",2,3,0,0
"Lumberton Police Department","NC","NC0780100",2,4,0,0
"Maxton Police Department","NC","NC0780200",2,6,0,0
"Fairmont Police Department","NC","NC0780500",0,0,0,0
"Madison Police Department","NC","NC0790300",0,0,0,0
"Landis Police Department","NC","NC0800300",0,0,0,0
"Salisbury Police Department","NC","NC0800500",6,34,0,0
"King Police Department","NC","NC0850300",0,4,0,0
"Pilot Mountain Police Department","NC","NC0860300",0,0,0,0
"Dobson Police Department","NC","NC0860400",0,5,0,0
"Marshville Police Department","NC","NC0900100",1,1,0,0
"Stallings Police Department","NC","NC0900500",2,5,0,0
"Knightdale Police Department","NC","NC0920600",3,5,0,0
"Holly Springs Public Safety","NC","NC0921700",2,7,0,0
"Plymouth Police Department","NC","NC0940100",0,1,0,0
"Blowing Rock Police Department","NC","NC0950200",0,2,0,0
"Wilkesboro Police Department","NC","NC0970200",0,0,0,0
"Wilson Police Department","NC","NC0980100",8,25,0,0
"Boonville Police Department","NC","NC0990300",1,1,0,0
"Bismarck Police Department","ND","ND0080100",5,14,0,0
"Wishek Police Department","ND","ND0260200",0,0,0,0
"Mandan Police Department","ND","ND0300200",0,0,0,0
"Wahpeton Police Department","ND","ND0390300",0,1,0,0
"Grafton Police Department","ND","ND0500100",0,0,0,0
"Center Harbor Police Department","NH","NH0010800",0,1,0,0
"Tuftonboro Police Department","NH","NH0023200",0,1,0,0
"Harrisville Police Department","NH","NH0031200",0,0,0,0
"Winchester Police Department","NH","NH0034600",0,0,0,0
"Carroll Police Department","NH","NH0041000",0,0,0,0
"Ashland Police Department","NH","NH0050400",0,0,0,0
"Bedford Police Department","NH","NH0060600",5,6,0,0
"Brookline Police Department","NH","NH0061000",0,0,0,0
"Hancock Police Department","NH","NH0062200",0,0,0,0
"New Boston Police Department","NH","NH0064800",0,0,0,0
"Pelham Police Department","NH","NH0065200",0,0,0,0
"Bow Police Department","NH","NH0070800",0,0,0,0
"Bradford Police Department","NH","NH0071000",0,0,0,0
"Concord Police Department","NH","NH0071600",2,16,0,0
"Franklin Police Department","NH","NH0072400",0,6,0,0
"Pittsfield Police Department","NH","NH0074400",0,0,0,0
"Auburn Police Department","NH","NH0080400",0,0,0,0
"East Kingston Police Department","NH","NH0081800",0,0,0,0
"Newton Police Department","NH","NH0084800",0,0,0,0
"Nottingham Police Department","NH","NH0085400",0,0,0,0
"Portsmouth Police Department","NH","NH0085800",0,9,0,0
"Lee Police Department","NH","NH0091000",0,1,0,0
"Charlestown Police Department","NH","NH0100400",0,2,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Ventnor City Police","NJ","NJ0012200",0,5,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Little Ferry Borough Police","NJ","NJ0023000",0,3,0,0
"Montvale Police","NJ","NJ0023600",0,4,0,0
"Norwood Police","NJ","NJ0024100",3,5,0,0
"Oakland Borough Police","NJ","NJ0024200",0,1,0,0
"River Vale Police","NJ","NJ0025300",0,0,0,0
"Wallington Police Department","NJ","NJ0026500",2,10,0,0
"","","",0,NA,0,0
"Riverside Township Police","NJ","NJ0033100",3,5,0,0
"Brooklawn Borough Police","NJ","NJ0040700",1,4,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Mount Ephraim Police","NJ","NJ0042500",2,3,0,0
"Pine Valley Police","NJ","NJ0042900",0,0,0,0
"","","",0,NA,0,0
"Stratford Borough Police","NJ","NJ0043200",0,8,0,0
"Woodlynne Borough Police","NJ","NJ0043700",5,7,0,0
"Avalon Police Department","NJ","NJ0050100",0,0,0,0
"","","",0,NA,0,0
"North Wildwood Police Department","NJ","NJ0050700",2,3,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Cedar Grove Township Police","NJ","NJ0070500",2,6,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Jersey City Police Department","NJ","NJ0090600",3,59,0,0
"","","",0,NA,0,0
"Union City Police","NJ","NJ0091000",7,41,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Township Of Cranbury Police Department","NJ","NJ0120200",0,4,0,0
"Old Bridge Police","NJ","NJ0120900",2,7,0,0
"New Brunswick City Police","NJ","NJ0121400",16,75,0,0
"South Brunswick Police","NJ","NJ0122100",3,15,0,0
"Woodbridge Police","NJ","NJ0122500",39,106,0,0
"","","",0,NA,0,0
"Freehold Borough Police Department","NJ","NJ0131500",1,3,0,0
"Long Branch City Police","NJ","NJ0132500",0,2,0,0
"Matawan Borough Police","NJ","NJ0132900",0,0,0,0
"","","",0,NA,0,0
"Hazlet Township Police Department","NJ","NJ0133900",0,6,0,0
"Netcong Borough Police","NJ","NJ0142800",0,0,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Beachwood Police","NJ","NJ0150400",2,2,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Little Egg Harbor Township Police","NJ","NJ0151600",0,2,0,0
"Point Pleasant Borough Police","NJ","NJ0152400",1,2,0,0
"","","",0,NA,0,0
"Prospect Park Police","NJ","NJ0161000",0,2,0,0
"Wayne Township Police","NJ","NJ0161400",4,35,0,0
"West Milford Township Police","NJ","NJ0161500",2,6,0,0
"Bedminster Police","NJ","NJ0180100",3,12,0,0
"Far Hills Police","NJ","NJ0180700",0,1,0,0
"Franklin Township Police","NJ","NJ0180800",2,28,0,0
"Franklin Borough Police","NJ","NJ0190600",0,7,0,0
"Ogdensburg Police","NJ","NJ0191600",0,1,0,0
"Stanhope Police","NJ","NJ0191900",0,1,0,0
"Clark Police Department","NJ","NJ0200200",0,10,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"","","",0,NA,0,0
"Washington Township Police","NJ","NJ0212200",0,3,0,0
"Newark Police Division","NJ","NJNPD0000",268,862,0,0
"Hurley Police Department","NM","NM0090400",0,0,0,0
"Alamogordo Police Department","NM","NM0190100",5,13,0,0
"Tularosa Police Department","NM","NM0190200",0,11,0,0
"Portales Police Department","NM","NM0220100",1,6,0,0
"Jemez Springs Police Department","NM","NM0230400",2,4,0,0
"Truth Or Consequences Police Department","NM","NM0270100",2,4,0,0
"Lovelock Police Department","NV","NV0140100",0,0,0,0
"Binghamton City Police Department","NY","NY0030100",0,29,0,0
"Allegany Village Police Department","NY","NY0042000",0,0,0,0
"Franklinville Village Police Department","NY","NY0042400",0,0,0,0
"Cortland City Police Department","NY","NY0110100",2,10,0,0
"Walton Village Police Department","NY","NY0122900",0,0,0,0
"Colchester Town Police Department","NY","NY0124200",0,1,0,0
"Beacon City Police Department","NY","NY0130100",0,7,0,0
"Tonawanda City Police Department","NY","NY0140300",0,0,0,0
